Designator,Mid X,Mid Y,Rotation,Layer
C1,135.8392,-97.4344,0.0,top
J1,126.584,-94.901,180.0,top
J2,153.0,-79.6002,0.0,top
J3,147.7518,-97.4598,-90.0,top
U1,139.7508,-86.1568,0.0,top
